Series ID,Year,Period,Label,Value
LNS11000000,2006,M01,2006 Jan,150214
LNS11000000,2006,M02,2006 Feb,150641
LNS11000000,2006,M03,2006 Mar,150813
LNS11000000,2006,M04,2006 Apr,150881
LNS11000000,2006,M05,2006 May,151069
LNS11000000,2006,M06,2006 Jun,151354
LNS11000000,2006,M07,2006 Jul,151377
LNS11000000,2006,M08,2006 Aug,151716
LNS11000000,2006,M09,2006 Sep,151662
LNS11000000,2006,M10,2006 Oct,152041
LNS11000000,2006,M11,2006 Nov,152406
LNS11000000,2006,M12,2006 Dec,152732
LNS11000000,2007,M01,2007 Jan,153144
LNS11000000,2007,M02,2007 Feb,152983
LNS11000000,2007,M03,2007 Mar,153051
LNS11000000,2007,M04,2007 Apr,152435
LNS11000000,2007,M05,2007 May,152670
LNS11000000,2007,M06,2007 Jun,153041
LNS11000000,2007,M07,2007 Jul,153054
LNS11000000,2007,M08,2007 Aug,152749
LNS11000000,2007,M09,2007 Sep,153414
LNS11000000,2007,M10,2007 Oct,153183
LNS11000000,2007,M11,2007 Nov,153835
LNS11000000,2007,M12,2007 Dec,153918
LNS11000000,2008,M01,2008 Jan,154063
LNS11000000,2008,M02,2008 Feb,153653
LNS11000000,2008,M03,2008 Mar,153908
LNS11000000,2008,M04,2008 Apr,153769
LNS11000000,2008,M05,2008 May,154303
LNS11000000,2008,M06,2008 Jun,154313
LNS11000000,2008,M07,2008 Jul,154469
LNS11000000,2008,M08,2008 Aug,154641
LNS11000000,2008,M09,2008 Sep,154570
LNS11000000,2008,M10,2008 Oct,154876
LNS11000000,2008,M11,2008 Nov,154639
LNS11000000,2008,M12,2008 Dec,154655
LNS11000000,2009,M01,2009 Jan,154210
LNS11000000,2009,M02,2009 Feb,154538
LNS11000000,2009,M03,2009 Mar,154133
LNS11000000,2009,M04,2009 Apr,154509
LNS11000000,2009,M05,2009 May,154747
LNS11000000,2009,M06,2009 Jun,154716
LNS11000000,2009,M07,2009 Jul,154502
LNS11000000,2009,M08,2009 Aug,154307
LNS11000000,2009,M09,2009 Sep,153827
LNS11000000,2009,M10,2009 Oct,153784
LNS11000000,2009,M11,2009 Nov,153878
LNS11000000,2009,M12,2009 Dec,153111
LNS11000000,2010,M01,2010 Jan,153484
LNS11000000,2010,M02,2010 Feb,153694
